x,y,z
26656,36268,67070
26728,36279,67070
26845,36251,67070
26913,36274,67070
26979,36248,67070
27037,36255,67070
27089,36253,67070
27233,36227,67070
27428,36226,67070
27397,36280,67070
20055,36324,67070
20519,36319,67070
20606,36316,67070
20663,36308,67070
20787,36310,67070
20741,36290,67070
20856,36307,67070
20922,36298,67070
20903,36340,67070
20937,36331,67070
21031,36290,67070
21000,36320,67070
21062,36324,67070
21229,36332,67070
21375,36327,67070
21700,36317,67070
21848,36319,67070
22077,36298,67070
22453,36320,67070
22411,36300,67070
22622,36340,67070
22743,36330,67070
22967,36344,67070
23028,36351,67070
23363,36344,67070
23456,36323,67070
23763,36329,67070
23866,36319,67070
24837,36333,67070
25013,36330,67070
25333,36297,67070
25450,36309,67070
25559,36312,67070
25672,36292,67070
25770,36346,67070
25907,36345,67070
25985,36317,67070
26029,36350,67070
26049,36300,67070
26075,36345,67070
26079,36320,67070
26134,36299,67070
26222,36308,67070
26326,36301,67070
26396,36332,67070
26442,36325,67070
26487,36288,67070
26555,36317,67070
26785,36347,67070
26861,36333,67070
26910,36327,67070
26989,36302,67070
27010,36346,67070
27055,36295,67070
27110,36293,67070
27099,36337,67070
27312,36305,67070
27366,36326,67070
27404,36336,67070
27474,36288,67070
27563,36306,67070
27635,36323,67070
27721,36328,67070
27818,36298,67070
28031,36334,67070
19952,36380,67070
20150,36386,67070
20482,36382,67070
20558,36388,67070
20635,36389,67070
20720,36363,67070
20880,36376,67070
20961,36404,67070
21050,36391,67070
21132,36357,67070
21224,36389,67070
21268,36361,67070
21474,36415,67070
21708,36415,67070
22067,36386,67070
22159,36381,67070
22346,36402,67070
22468,36395,67070
22554,36402,67070
22650,36398,67070
22739,36385,67070
22791,36375,67070
22890,36367,67070
23113,36364,67070
23423,36396,67070
23517,36405,67070
23642,36400,67070
23727,36410,67070
23970,36392,67070
24098,36386,67070
24189,36395,67070
24407,36410,67070
24952,36357,67070
25350,36388,67070
25406,36383,67070
25486,36355,67070
25536,36411,67070
25558,36363,67070
25653,36397,67070
25706,36370,67070
25855,36362,67070
25833,36413,67070
25894,36404,67070
25958,36362,67070
26021,36399,67070
26066,36390,67070
26105,36376,67070
26149,36400,67070
26164,36358,67070
26198,36381,67070
26275,36389,67070
26368,36385,67070
26425,36369,67070
26469,36404,67070
26667,36387,67070
26756,36405,67070
26817,36402,67070
26878,36382,67070
26940,36410,67070
26965,36353,67070
26985,36392,67070
27052,36374,67070
27211,36384,67070
27451,36363,67070
27503,36355,67070
27528,36383,67070
27576,36413,67070
27546,36404,67070
27585,36354,67070
27633,36366,67070
27616,36400,67070
27659,36410,67070
27813,36389,67070
20034,36462,67070
20387,36426,67070
20467,36472,67070
20726,36458,67070
20827,36444,67070
21173,36456,67070
21221,36468,67070
21300,36427,67070
21611,36461,67070
21670,36441,67070
22003,36433,67070
22068,36430,67070
22074,36461,67070
22139,36437,67070
22110,36446,67070
22097,36422,67070
22204,36452,67070
22500,36464,67070
22599,36472,67070
22706,36431,67070
22718,36477,67070
22765,36434,67070
22836,36432,67070
22889,36454,67070
23587,36445,67070
23623,36471,67070
23749,36434,67070
23791,36449,67070
23865,36433,67070
24032,36462,67070
24127,36436,67070
24308,36431,67070
24400,36469,67070
24697,36427,67070
24886,36430,67070
24963,36427,67070
25004,36468,67070
25194,36419,67070
25381,36443,67070
25435,36438,67070
25565,36462,67070
25599,36429,67070
25642,36444,67070
25677,36473,67070
25670,36442,67070
25736,36437,67070
25964,36432,67070
26034,36450,67070
26086,36465,67070
26065,36431,67070
26107,36427,67070
26214,36452,67070
26425,36464,67070
26511,36476,67070
26771,36458,67070
26880,36437,67070
26934,36449,67070
26965,36436,67070
26960,36472,67070
27016,36450,67070
27121,36444,67070
27354,36433,67070
27443,36467,67070
27483,36417,67070
27482,36479,67070
27579,36471,67070
27543,36442,67070
27614,36462,67070
27596,36435,67070
27629,36431,67070
27653,36457,67070
27723,36440,67070
28194,36426,67070
19924,36486,67070
19956,36514,67070
20084,36540,67070
20282,36537,67070
20626,36525,67070
20790,36485,67070
20858,36540,67070
20914,36482,67070
20981,36514,67070
21016,36496,67070
21037,36541,67070
21081,36488,67070
21678,36526,67070
21697,36484,67070
21835,36485,67070
22066,36492,67070
22030,36488,67070
22122,36514,67070
22203,36537,67070
22306,36484,67070
22272,36521,67070
22336,36535,67070
22444,36535,67070
22523,36503,67070
22565,36480,67070
22566,36537,67070
22653,36492,67070
22607,36523,67070
22736,36529,67070
22842,36486,67070
22803,36533,67070
22795,36480,67070
22985,36526,67070
23579,36509,67070
23638,36529,67070
23699,36482,67070
23787,36513,67070
23918,36503,67070
24234,36495,67070
24361,36514,67070
24477,36516,67070
24847,36524,67070
24950,36482,67070
24917,36510,67070
24953,36528,67070
24994,36500,67070
25032,36496,67070
25376,36521,67070
25487,36497,67070
25567,36542,67070
25548,36516,67070
25610,36500,67070
25723,36538,67070
25778,36501,67070
25871,36531,67070
25953,36490,67070
26015,36493,67070
26023,36539,67070
26060,36524,67070
26058,36484,67070
26085,36507,67070
26127,36486,67070
26179,36524,67070
26277,36535,67070
26338,36481,67070
26423,36510,67070
26620,36486,67070
26699,36534,67070
26781,36522,67070
26853,36525,67070
26930,36497,67070
26892,36541,67070
27222,36500,67070
27322,36512,67070
27279,36543,67070
27360,36509,67070
27447,36513,67070
27407,36494,67070
27402,36534,67070
27492,36523,67070
27576,36523,67070
27531,36489,67070
27629,36506,67070
27830,36480,67070
28158,36532,67070
28200,36484,67070
20074,36599,67070
20458,36546,67070
20560,36599,67070
20741,36548,67070
21248,36559,67070
21514,36593,67070
21621,36563,67070
21678,36575,67070
21729,36607,67070
22161,36587,67070
22236,36570,67070
22281,36573,67070
22391,36599,67070
22506,36584,67070
22620,36595,67070
22717,36595,67070
22782,36586,67070
22843,36554,67070
23856,36550,67070
23908,36595,67070
24016,36544,67070
24128,36544,67070
24305,36588,67070
24632,36596,67070
24896,36571,67070
25009,36597,67070
25122,36590,67070
25348,36600,67070
25407,36576,67070
25552,36592,67070
25625,36596,67070
25611,36555,67070
25660,36558,67070
25686,36595,67070
25749,36598,67070
25798,36551,67070
25964,36547,67070
26057,36570,67070
26127,36562,67070
26202,36585,67070
26254,36572,67070
26307,36563,67070
26377,36578,67070
26467,36575,67070
26568,36555,67070
26610,36594,67070
26627,36564,67070
26646,36598,67070
26776,36601,67070
27022,36590,67070
27203,36590,67070
27324,36582,67070
27343,36545,67070
27376,36585,67070
27446,36545,67070
27417,36575,67070
27470,36604,67070
27750,36591,67070
28058,36572,67070
19978,36610,67070
20177,36661,67070
20500,36657,67070
20581,36651,67070
20618,36624,67070
20746,36659,67070
20983,36618,67070
21048,36616,67070
21113,36608,67070
21325,36661,67070
21410,36615,67070
21444,36655,67070
21517,36666,67070
21565,36625,67070
21632,36631,67070
21827,36648,67070
22041,36615,67070
22155,36633,67070
22198,36614,67070
22258,36613,67070
22238,36644,67070
22318,36612,67070
22284,36649,67070
22334,36670,67070
22377,36659,67070
22441,36634,67070
22745,36665,67070
22861,36642,67070
23478,36632,67070
23621,36644,67070
24140,36643,67070
24226,36664,67070
24414,36637,67070
24564,36666,67070
24709,36612,67070
24794,36615,67070
25231,36621,67070
25398,36638,67070
25475,36620,67070
25543,36651,67070
25585,36646,67070
25667,36624,67070
25792,36611,67070
25849,36630,67070
25907,36638,67070
25987,36632,67070
26054,36632,67070
26163,36662,67070
26307,36648,67070
26398,36632,67070
26499,36644,67070
26530,36612,67070
26615,36640,67070
26652,36659,67070
26693,36624,67070
26841,36643,67070
27298,36624,67070
27340,36611,67070
27598,36627,67070
27933,36613,67070
28174,36643,67070
20073,36710,67070
20323,36709,67070
20415,36729,67070
20601,36687,67070
20646,36683,67070
20869,36677,67070
20921,36686,67070
21377,36704,67070
21456,36709,67070
21581,36707,67070
21901,36673,67070
21959,36708,67070
22147,36703,67070
22204,36726,67070
22257,36693,67070
22307,36708,67070
22355,36700,67070
22389,36717,67070
22634,36696,67070
22860,36700,67070
22999,36683,67070
23696,36701,67070
23796,36718,67070
23910,36700,67070
23949,36693,67070
24004,36710,67070
24153,36710,67070
24201,36701,67070
24298,36676,67070
24256,36733,67070
24367,36724,67070
24451,36721,67070
24885,36684,67070
24958,36710,67070
25022,36727,67070
25129,36674,67070
25203,36687,67070
25281,36699,67070
25414,36718,67070
25498,36712,67070
25599,36729,67070
25545,36708,67070
25589,36693,67070
25648,36684,67070
25769,36694,67070
25859,36692,67070
25943,36712,67070
26049,36684,67070
26100,36735,67070
26118,36694,67070
26161,36734,67070
26416,36686,67070
26522,36695,67070
26614,36703,67070
26736,36686,67070
26794,36680,67070
26853,36720,67070
27204,36688,67070
27273,36701,67070
27363,36691,67070
27481,36687,67070
28043,36686,67070
20199,36790,67070
20285,36789,67070
20508,36788,67070
20593,36760,67070
20767,36783,67070
20873,36787,67070
21896,36777,67070
21942,36783,67070
22002,36751,67070
22047,36792,67070
22061,36736,67070
22114,36780,67070
22270,36742,67070
22294,36778,67070
22328,36787,67070
22324,36746,67070
22375,36742,67070
22379,36787,67070
22349,36769,67070
22451,36758,67070
22557,36756,67070
22645,36786,67070
22656,36738,67070
22702,36738,67070
22767,36746,67070
22792,36791,67070
23879,36738,67070
23919,36738,67070
23894,36786,67070
23951,36766,67070
23988,36778,67070
24037,36798,67070
24107,36759,67070
24161,36799,67070
24188,36759,67070
24225,36798,67070
24266,36778,67070
24344,36780,67070
24613,36760,67070
24634,36798,67070
24740,36741,67070
24911,36752,67070
24979,36781,67070
25116,36776,67070
25217,36741,67070
25317,36758,67070
25481,36769,67070
25552,36756,67070
25591,36790,67070
25639,36753,67070
25701,36793,67070
25772,36781,67070
25847,36762,67070
25884,36792,67070
25991,36751,67070
26049,36786,67070
26228,36782,67070
26297,36775,67070
26609,36797,67070
26693,36751,67070
26787,36736,67070
26830,36798,67070
26877,36795,67070
26916,36760,67070
26954,36763,67070
26974,36799,67070
27001,36765,67070
27055,36737,67070
27081,36775,67070
27131,36776,67070
27326,36769,67070
27785,36791,67070
27962,36755,67070
20394,36807,67070
21484,36817,67070
21700,36850,67070
21898,36834,67070
21996,36817,67070
22030,36841,67070
22087,36851,67070
22123,36822,67070
22191,36807,67070
22225,36846,67070
22263,36808,67070
22289,36846,67070
22302,36817,67070
22385,36817,67070
22356,36861,67070
22347,36817,67070
22467,36833,67070
22581,36823,67070
22528,36821,67070
22549,36841,67070
22573,36859,67070
22550,36857,67070
22642,36843,67070
22594,36857,67070
22725,36807,67070
23682,36810,67070
23820,36837,67070
23910,36836,67070
23976,36848,67070
24087,36837,67070
24166,36846,67070
24192,36813,67070
24228,36854,67070
24273,36826,67070
24320,36831,67070
24362,36820,67070
24400,36834,67070
24486,36808,67070
24585,36846,67070
25059,36814,67070
25233,36803,67070
25320,36858,67070
25402,36817,67070
25474,36859,67070
25544,36809,67070
25588,36856,67070
25642,36824,67070
25745,36839,67070
25835,36830,67070
25955,36838,67070
26038,36858,67070
26165,36849,67070
26135,36800,67070
26180,36823,67070
26249,36846,67070
26433,36802,67070
26570,36830,67070
26697,36846,67070
26779,36813,67070
26824,36860,67070
26899,36857,67070
26936,36802,67070
26961,36830,67070
26972,36863,67070
26996,36836,67070
27015,36810,67070
27034,36839,67070
27101,36852,67070
27220,36804,67070
27326,36832,67070
27486,36818,67070
28110,36832,67070
20326,36873,67070
20505,36915,67070
20934,36894,67070
21200,36874,67070
21552,36909,67070
22137,36879,67070
22150,36919,67070
22221,36920,67070
22208,36888,67070
22317,36873,67070
22318,36903,67070
22274,36875,67070
22282,36920,67070
22407,36879,67070
22461,36891,67070
22518,36864,67070
22526,36914,67070
22497,36902,67070
22583,36883,67070
22574,36921,67070
22563,36896,67070
22559,36877,67070
22603,36879,67070
22657,36904,67070
22727,36870,67070
22853,36865,67070
23397,36877,67070
23521,36913,67070
23638,36897,67070
23718,36889,67070
23768,36883,67070
23767,36923,67070
23908,36897,67070
24040,36919,67070
24248,36912,67070
24277,36864,67070
24292,36912,67070
24343,36875,67070
24365,36919,67070
24429,36889,67070
24512,36916,67070
24784,36886,67070
24839,36881,67070
24954,36870,67070
25040,36893,67070
25075,36919,67070
25108,36864,67070
25159,36919,67070
25233,36898,67070
25398,36895,67070
25471,36925,67070
25532,36913,67070
25684,36876,67070
25750,36889,67070
25811,36897,67070
25889,36880,67070
25929,36903,67070
26108,36864,67070
26204,36909,67070
26417,36922,67070
26466,36904,67070
26535,36915,67070
26600,36906,67070
26622,36875,67070
26747,36893,67070
26869,36924,67070
27014,36867,67070
27048,36879,67070
27080,36920,67070
27137,36880,67070
27304,36901,67070
27538,36918,67070
27618,36868,67070
27662,36917,67070
27927,36864,67070
20631,36976,67070
20955,36961,67070
21460,36946,67070
21619,36968,67070
22176,36957,67070
22266,36986,67070
22337,36952,67070
22412,36970,67070
22512,36971,67070
22479,36967,67070
22493,36948,67070
22469,36932,67070
22534,36945,67070
22609,36974,67070
22706,36972,67070
22775,36930,67070
22841,36954,67070
22951,36934,67070
23048,36938,67070
23193,36943,67070
23332,36975,67070
23592,36973,67070
23667,36959,67070
23733,36949,67070
23834,36952,67070
23967,36928,67070
24081,36983,67070
24162,36937,67070
24248,36956,67070
24309,36989,67070
24278,36945,67070
24361,36977,67070
24322,36929,67070
24404,36960,67070
24476,36966,67070
24537,36984,67070
24610,36956,67070
24711,36946,67070
24721,36986,67070
24775,36956,67070
24876,36942,67070
25035,36932,67070
25314,36949,67070
25405,36977,67070
25791,36974,67070
25774,36934,67070
25823,36935,67070
25896,36987,67070
25887,36931,67070
25932,36972,67070
25984,36932,67070
26064,36939,67070
26169,36979,67070
26119,36939,67070
26230,36984,67070
26367,36985,67070
26310,36933,67070
26387,36961,67070
26483,36955,67070
26537,36985,67070
26606,36981,67070
26661,36947,67070
26720,36977,67070
26804,36938,67070
26765,36966,67070
26933,36944,67070
27008,36940,67070
27157,36931,67070
27233,36964,67070
27358,36970,67070
27736,36964,67070
27847,36961,67070
27974,36938,67070
28082,36976,67070
21548,36999,67070
21978,37054,67070
22363,37000,67070
22424,37051,67070
22511,37015,67070
22468,36997,67070
22550,36997,67070
22700,37023,67070
22804,37025,67070
23092,37032,67070
23420,36998,67070
23724,36993,67070
23748,37045,67070
23931,37000,67070
24020,37009,67070
24059,37001,67070
24115,37018,67070
24184,37019,67070
24246,37049,67070
24210,37041,67070
24246,36997,67070
24281,37033,67070
24315,37036,67070
24354,37020,67070
24393,36994,67070
24389,37043,67070
24472,37046,67070
24573,37053,67070
24686,37016,67070
24746,37033,67070
24813,37032,67070
24926,37004,67070
25114,37035,67070
25249,37006,67070
25500,37008,67070
25656,37035,67070
25722,37020,67070
25837,36996,67070
25878,37032,67070
25921,37015,67070
25995,37010,67070
26104,37000,67070
26149,37031,67070
26203,37021,67070
26248,37045,67070
26348,37033,67070
26410,37014,67070
26481,37025,67070
26588,37037,67070
26655,37025,67070
26742,37015,67070
26810,37013,67070
26885,36999,67070
27588,37013,67070
27885,37030,67070
27929,37017,67070
28008,37023,67070
28081,37051,67070
28174,36997,67070
20869,37093,67070
20993,37078,67070
21105,37085,67070
21211,37064,67070
21300,37057,67070
21288,37108,67070
21444,37064,67070
21562,37094,67070
22219,37079,67070
22320,37063,67070
22488,37100,67070
22505,37059,67070
22614,37078,67070
22704,37102,67070
23144,37098,67070
23265,37098,67070
23340,37056,67070
23401,37057,67070
23540,37064,67070
23740,37107,67070
23816,37104,67070
24017,37066,67070
24062,37117,67070
24096,37076,67070
24159,37107,67070
24132,37112,67070
24158,37058,67070
24208,37086,67070
24291,37076,67070
24329,37115,67070
24344,37062,67070
24396,37107,67070
24900,37117,67070
24990,37075,67070
25219,37077,67070
25291,37099,67070
25362,37071,67070
25437,37081,67070
25625,37106,67070
25697,37077,67070
25745,37088,67070
25787,37115,67070
25813,37060,67070
25862,37107,67070
25933,37075,67070
26002,37102,67070
26081,37075,67070
26186,37075,67070
26256,37095,67070
26293,37065,67070
26322,37102,67070
26385,37071,67070
26445,37113,67070
26532,37066,67070
26602,37099,67070
26687,37119,67070
26636,37066,67070
26717,37065,67070
26738,37108,67070
26783,37064,67070
27230,37078,67070
27425,37093,67070
28012,37100,67070
28085,37110,67070
28145,37068,67070
21037,37172,67070
21158,37143,67070
21219,37167,67070
21205,37132,67070
21255,37160,67070
21597,37163,67070
22097,37168,67070
22207,37169,67070
22326,37150,67070
22562,37147,67070
22685,37175,67070
22769,37131,67070
22928,37142,67070
23107,37155,67070
23185,37122,67070
23177,37180,67070
23620,37159,67070
23709,37142,67070
23900,37120,67070
23996,37180,67070
23944,37174,67070
24059,37146,67070
24027,37133,67070
24080,37145,67070
24103,37129,67070
24245,37131,67070
24219,37130,67070
24317,37158,67070
24278,37136,67070
24344,37160,67070
24790,37127,67070
25040,37171,67070
25232,37175,67070
25335,37166,67070
25415,37134,67070
25500,37179,67070
25692,37165,67070
25773,37164,67070
25819,37139,67070
26364,37177,67070
26380,37136,67070
26547,37132,67070
26593,37147,67070
26659,37130,67070
26727,37142,67070
26761,37180,67070
26797,37126,67070
27757,37135,67070
27944,37122,67070
28005,37166,67070
28085,37156,67070
28119,37124,67070
20933,37188,67070
21027,37246,67070
21108,37189,67070
21156,37239,67070
21134,37212,67070
21192,37203,67070
21228,37238,67070
21334,37208,67070
21461,37187,67070
21564,37230,67070
21677,37194,67070
21981,37227,67070
22445,37213,67070
22576,37247,67070
22550,37188,67070
22615,37242,67070
22645,37223,67070
22593,37205,67070
22673,37230,67070
22765,37225,67070
22844,37240,67070
23056,37218,67070
23155,37215,67070
23231,37213,67070
23668,37239,67070
23686,37197,67070
23718,37210,67070
23761,37187,67070
23811,37187,67070
23905,37206,67070
24052,37198,67070
24158,37190,67070
24561,37234,67070
24816,37234,67070
24887,37190,67070
25154,37187,67070
25402,37196,67070
25658,37191,67070
25722,37209,67070
25798,37245,67070
25807,37205,67070
25916,37217,67070
26434,37219,67070
26521,37227,67070
26555,37193,67070
26579,37240,67070
26657,37201,67070
26745,37246,67070
26754,37211,67070
27067,37219,67070
27922,37195,67070
28009,37232,67070
21000,37291,67070
21041,37300,67070
21104,37283,67070
21261,37306,67070
21426,37284,67070
21518,37308,67070
21601,37305,67070
21869,37309,67070
21982,37309,67070
22077,37276,67070
22174,37281,67070
22248,37257,67070
22324,37295,67070
22358,37270,67070
22385,37266,67070
22399,37283,67070
22350,37296,67070
22375,37305,67070
22443,37293,67070
22405,37303,67070
22522,37272,67070
22503,37307,67070
22567,37285,67070
22600,37277,67070
22650,37256,67070
22634,37295,67070
22703,37306,67070
22662,37282,67070
22933,37294,67070
22994,37270,67070
23100,37295,67070
23314,37260,67070
23424,37275,67070
23497,37275,67070
23576,37261,67070
23612,37306,67070
23659,37277,67070
23708,37276,67070
23760,37252,67070
23765,37302,67070
23856,37254,67070
23945,37248,67070
24006,37261,67070
24074,37250,67070
24282,37303,67070
25263,37279,67070
25434,37297,67070
25560,37261,67070
25599,37311,67070
25671,37280,67070
25770,37278,67070
25831,37298,67070
26202,37251,67070
26417,37279,67070
26472,37296,67070
26560,37276,67070
26608,37272,67070
26708,37307,67070
26835,37253,67070
27294,37254,67070
27502,37282,67070
21021,37338,67070
21067,37351,67070
21962,37369,67070
22085,37357,67070
22129,37354,67070
22164,37350,67070
22186,37324,67070
22201,37350,67070
22241,37349,67070
22309,37317,67070
22309,37352,67070
22324,37318,67070
22386,37329,67070
22396,37363,67070
22363,37346,67070
22356,37321,67070
22413,37330,67070
22441,37337,67070
22430,37358,67070
22464,37362,67070
22465,37333,67070
22498,37349,67070
22526,37335,67070
22483,37319,67070
22554,37313,67070
22599,37317,67070
22649,37314,67070
22825,37341,67070
22957,37335,67070
22996,37371,67070
23012,37334,67070
23047,37362,67070
23188,37334,67070
23240,37337,67070
23346,37345,67070
23436,37346,67070
23496,37338,67070
23617,37347,67070
23666,37329,67070
23903,37336,67070
23973,37314,67070
24038,37323,67070
24028,37370,67070
24113,37367,67070
24132,37315,67070
24817,37345,67070
25557,37366,67070
25850,37322,67070
25873,37356,67070
25926,37356,67070
25995,37355,67070
26392,37372,67070
26414,37324,67070
26418,37360,67070
26451,37374,67070
26471,37338,67070
26515,37350,67070
26505,37313,67070
26584,37320,67070
26626,37372,67070
26907,37321,67070
27194,37354,67070
27871,37350,67070
21085,37412,67070
21106,37383,67070
21188,37387,67070
21344,37395,67070
21456,37377,67070
21447,37438,67070
21757,37436,67070
21879,37407,67070
21939,37433,67070
21950,37410,67070
21998,37429,67070
22035,37381,67070
22117,37382,67070
22098,37398,67070
22082,37425,67070
22115,37426,67070
22128,37405,67070
22172,37398,67070
22144,37429,67070
22219,37384,67070
22219,37413,67070
22241,37410,67070
22269,37425,67070
22277,37394,67070
22366,37412,67070
22440,37415,67070
22444,37380,67070
22421,37383,67070
22459,37393,67070
22504,37394,67070
22474,37395,67070
22551,37428,67070
22536,37407,67070
22532,37385,67070
22603,37385,67070
22696,37388,67070
22936,37424,67070
23029,37429,67070
23093,37390,67070
23162,37395,67070
23231,37413,67070
23313,37439,67070
23363,37422,67070
23444,37420,67070
23552,37383,67070
23658,37386,67070
23797,37386,67070
23972,37408,67070
24078,37437,67070
24142,37396,67070
24373,37396,67070
24545,37436,67070
24740,37418,67070
25074,37378,67070
25343,37398,67070
25465,37432,67070
25764,37386,67070
25875,37410,67070
26058,37382,67070
26140,37425,67070
26303,37438,67070
26345,37407,67070
26443,37438,67070
26491,37382,67070
26527,37431,67070
26556,37392,67070
27006,37419,67070
27125,37423,67070
27171,37388,67070
27626,37436,67070
21119,37449,67070
21169,37471,67070
21224,37471,67070
21398,37475,67070
21552,37465,67070
21913,37469,67070
21991,37497,67070
21977,37444,67070
22001,37461,67070
22072,37473,67070
22016,37441,67070
22204,37480,67070
22308,37441,67070
22354,37463,67070
22382,37498,67070
22415,37454,67070
22494,37444,67070
22543,37478,67070
22682,37441,67070
22657,37480,67070
22730,37469,67070
22806,37453,67070
22862,37469,67070
22985,37477,67070
23199,37474,67070
23275,37473,67070
23401,37501,67070
23460,37488,67070
23552,37496,67070
23628,37481,67070
23705,37442,67070
23862,37466,67070
24001,37476,67070
24121,37452,67070
24091,37479,67070
24125,37479,67070
24164,37464,67070
24140,37454,67070
24274,37467,67070
24371,37480,67070
24441,37473,67070
24527,37462,67070
24646,37473,67070
24861,37472,67070
25380,37482,67070
25492,37497,67070
25852,37472,67070
25989,37442,67070
26082,37473,67070
26213,37457,67070
26264,37503,67070
26342,37482,67070
26358,37453,67070
26389,37494,67070
26589,37459,67070
26798,37494,67070
27152,37474,67070
27251,37448,67070
27755,37466,67070
21168,37557,67070
21296,37523,67070
21411,37538,67070
21622,37561,67070
21890,37522,67070
21944,37542,67070
22000,37537,67070
22014,37520,67070
22084,37546,67070
22244,37556,67070
22327,37504,67070
22440,37513,67070
22562,37550,67070
22671,37553,67070
22745,37540,67070
22775,37509,67070
22792,37542,67070
22865,37534,67070
22953,37507,67070
23027,37510,67070
23270,37550,67070
23333,37506,67070
23656,37521,67070
23739,37517,67070
23984,37522,67070
24019,37558,67070
24057,37535,67070
24087,37507,67070
24065,37562,67070
24089,37548,67070
24126,37564,67070
24163,37520,67070
24385,37565,67070
24496,37539,67070
25071,37558,67070
25329,37566,67070
25421,37521,67070
25488,37542,67070
25569,37524,67070
25735,37540,67070
25827,37520,67070
25875,37529,67070
26059,37552,67070
26152,37528,67070
26246,37556,67070
26339,37529,67070
26475,37531,67070
26545,37504,67070
26593,37555,67070
26983,37561,67070
27087,37561,67070
27207,37552,67070
27293,37554,67070
27409,37563,67070
21150,37628,67070
21254,37605,67070
21372,37583,67070
21465,37602,67070
21862,37588,67070
22017,37577,67070
22161,37575,67070
22233,37627,67070
22360,37601,67070
22562,37603,67070
22617,37593,67070
22763,37616,67070
22735,37580,67070
22772,37585,67070
22802,37590,67070
22915,37597,67070
23097,37605,67070
23353,37579,67070
23391,37597,67070
23452,37568,67070
23520,37606,67070
23578,37574,67070
23685,37581,67070
23894,37569,67070
24008,37599,67070
24079,37618,67070
24097,37581,67070
24125,37595,67070
24136,37622,67070
24153,37590,67070
24176,37576,67070
24178,37613,67070
24207,37569,67070
24219,37598,67070
24231,37624,67070
24260,37593,67070
24586,37582,67070
24697,37581,67070
24667,37629,67070
24793,37579,67070
24772,37625,67070
24912,37592,67070
25020,37623,67070
25101,37602,67070
25216,37591,67070
25434,37599,67070
25513,37590,67070
25567,37614,67070
25679,37621,67070
25806,37603,67070
26314,37616,67070
26355,37587,67070
26305,37571,67070
26592,37606,67070
27529,37618,67070
27683,37569,67070
21220,37686,67070
21316,37684,67070
21525,37652,67070
21735,37633,67070
21835,37690,67070
21933,37659,67070
22003,37632,67070
22069,37648,67070
22161,37669,67070
22285,37673,67070
22509,37691,67070
22583,37649,67070
22691,37694,67070
22669,37633,67070
22761,37690,67070
22774,37648,67070
22820,37660,67070
23227,37677,67070
23303,37682,67070
23490,37657,67070
23643,37660,67070
24102,37669,67070
24127,37680,67070
24187,37648,67070
24160,37641,67070
24167,37660,67070
24129,37653,67070
24211,37641,67070
24554,37658,67070
24559,37695,67070
24639,37645,67070
24590,37665,67070
24608,37681,67070
24671,37666,67070
24730,37651,67070
24704,37684,67070
24803,37648,67070
24783,37673,67070
24863,37685,67070
24838,37636,67070
24939,37693,67070
25114,37656,67070
25344,37688,67070
25418,37671,67070
25483,37648,67070
25643,37661,67070
25739,37677,67070
25887,37651,67070
26006,37648,67070
26363,37639,67070
26492,37634,67070
27023,37654,67070
27144,37653,67070
27262,37647,67070
21256,37746,67070
21413,37698,67070
21497,37743,67070
21587,37750,67070
21890,37712,67070
22025,37724,67070
22157,37749,67070
22239,37736,67070
22403,37746,67070
22592,37714,67070
22746,37743,67070
22793,37727,67070
22926,37713,67070
23084,37739,67070
23137,37744,67070
23389,37700,67070
23457,37729,67070
23539,37698,67070
23574,37739,67070
23605,37722,67070
23667,37732,67070
23798,37702,67070
24016,37727,67070
24386,37710,67070
24574,37742,67070
24596,37756,67070
24594,37730,67070
24610,37709,67070
24619,37739,67070
24655,37705,67070
24702,37755,67070
24719,37721,67070
24751,37697,67070
24793,37708,67070
24830,37714,67070
24773,37738,67070
24832,37748,67070
24911,37755,67070
24996,37738,67070
25054,37711,67070
25180,37741,67070
25311,37748,67070
25401,37724,67070
25495,37753,67070
25565,37697,67070
25660,37720,67070
25723,37739,67070
26007,37755,67070
26224,37728,67070
26569,37717,67070
26715,37697,67070
26927,37702,67070
27093,37736,67070
21272,37810,67070
21291,37771,67070
21324,37765,67070
21321,37811,67070
21365,37782,67070
21407,37803,67070
21423,37790,67070
21503,37773,67070
21753,37791,67070
21923,37813,67070
22135,37799,67070
22322,37800,67070
22485,37785,67070
22570,37788,67070
22665,37785,67070
22797,37797,67070
22869,37817,67070
22943,37822,67070
23033,37801,67070
23098,37804,67070
23140,37822,67070
23191,37761,67070
23299,37768,67070
23416,37797,67070
23505,37763,67070
23551,37785,67070
23613,37760,67070
23618,37813,67070
23668,37791,67070
23713,37771,67070
23739,37803,67070
24120,37807,67070
24221,37800,67070
24567,37768,67070
24612,37777,67070
24602,37813,67070
24624,37797,67070
24642,37769,67070
24662,37797,67070
24717,37792,67070
24739,37768,67070
24809,37803,67070
24773,37769,67070
24778,37800,67070
24881,37793,67070
24964,37800,67070
25066,37811,67070
25610,37799,67070
25692,37767,67070
25734,37781,67070
26021,37818,67070
26539,37800,67070
26647,37795,67070
26834,37770,67070
27027,37810,67070
21313,37869,67070
21374,37886,67070
21349,37836,67070
21377,37830,67070
21396,37841,67070
21456,37850,67070
21507,37884,67070
21657,37886,67070
21823,37886,67070
21992,37887,67070
22039,37839,67070
22092,37828,67070
22208,37833,67070
22393,37861,67070
22652,37885,67070
22750,37874,67070
22820,37830,67070
22856,37885,67070
