x,y,z
22907,37854,67070
23069,37852,67070
23227,37842,67070
23340,37839,67070
23479,37862,67070
23617,37853,67070
23667,37849,67070
23686,37886,67070
23737,37862,67070
23875,37844,67070
23968,37872,67070
24066,37847,67070
24145,37852,67070
24234,37875,67070
24585,37868,67070
24629,37832,67070
24693,37829,67070
24767,37842,67070
25006,37852,67070
25045,37887,67070
25145,37849,67070
25234,37866,67070
25351,37832,67070
25446,37831,67070
25614,37886,67070
25715,37839,67070
26037,37881,67070
26126,37872,67070
26417,37852,67070
26587,37867,67070
26628,37834,67070
26764,37831,67070
26901,37824,67070
21390,37933,67070
21593,37890,67070
21742,37945,67070
21910,37919,67070
21958,37944,67070
22156,37940,67070
22307,37925,67070
22486,37906,67070
22825,37943,67070
22794,37919,67070
22882,37945,67070
22968,37912,67070
23052,37916,67070
23074,37936,67070
23166,37900,67070
23140,37941,67070
23127,37890,67070
23222,37927,67070
23307,37922,67070
23373,37908,67070
23420,37929,67070
23616,37928,67070
23697,37920,67070
23748,37921,67070
23826,37912,67070
24281,37924,67070
24384,37912,67070
24506,37933,67070
24694,37894,67070
24897,37888,67070
24966,37948,67070
24979,37913,67070
25003,37945,67070
25016,37911,67070
25038,37945,67070
25050,37917,67070
25133,37937,67070
25431,37935,67070
25515,37940,67070
25540,37894,67070
25618,37943,67070
25676,37949,67070
25993,37947,67070
26063,37913,67070
26267,37945,67070
26510,37898,67070
26582,37938,67070
26670,37893,67070
26764,37924,67070
26836,37911,67070
21437,37980,67070
21531,37985,67070
21633,37958,67070
21831,37977,67070
21921,38010,67070
22046,37971,67070
22555,37994,67070
22623,37959,67070
22726,38000,67070
22856,38000,67070
22913,38002,67070
23276,37986,67070
23232,37992,67070
23385,37982,67070
23470,37967,67070
23435,38008,67070
23533,37957,67070
23570,38011,67070
23663,38001,67070
23684,37960,67070
23726,37959,67070
23707,37985,67070
23786,38008,67070
23818,37962,67070
23929,37959,67070
24127,37974,67070
24313,37968,67070
24409,38006,67070
24624,37990,67070
24724,37988,67070
24802,37970,67070
24923,37989,67070
24987,37978,67070
25026,37982,67070
25060,37963,67070
25323,37994,67070
25571,37959,67070
25635,37983,67070
25675,37997,67070
26054,38013,67070
26098,37957,67070
26413,37973,67070
26503,37971,67070
26692,37991,67070
21566,38051,67070
21647,38038,67070
21720,38043,67070
21768,38042,67070
21809,38066,67070
21846,38039,67070
22139,38033,67070
22359,38064,67070
22565,38074,67070
22632,38067,67070
22809,38076,67070
22862,38052,67070
22899,38025,67070
22957,38021,67070
23053,38028,67070
23186,38020,67070
23277,38050,67070
23335,38032,67070
23430,38055,67070
23460,38036,67070
23523,38039,67070
23577,38055,67070
23680,38051,67070
23712,38060,67070
23707,38021,67070
23955,38063,67070
24022,38050,67070
24715,38057,67070
24774,38070,67070
24899,38072,67070
24976,38045,67070
24984,38021,67070
25216,38047,67070
25529,38029,67070
25656,38077,67070
25920,38023,67070
26179,38061,67070
26294,38069,67070
26353,38028,67070
26416,38035,67070
26494,38072,67070
26549,38023,67070
21480,38108,67070
21554,38117,67070
21745,38129,67070
21833,38126,67070
21867,38082,67070
21940,38097,67070
21902,38112,67070
21888,38141,67070
22445,38136,67070
22482,38083,67070
22484,38142,67070
22535,38127,67070
22592,38119,67070
22707,38109,67070
22770,38121,67070
22847,38137,67070
22834,38084,67070
22896,38120,67070
22897,38092,67070
22864,38089,67070
22931,38081,67070
22970,38083,67070
22954,38114,67070
22942,38139,67070
22924,38116,67070
22986,38128,67070
23046,38138,67070
23115,38100,67070
23166,38098,67070
23223,38095,67070
23203,38142,67070
23347,38094,67070
23414,38143,67070
23481,38091,67070
23539,38105,67070
23624,38098,67070
23691,38088,67070
23755,38099,67070
23868,38131,67070
24142,38107,67070
24218,38111,67070
24313,38082,67070
24449,38128,67070
24678,38090,67070
24716,38109,67070
25037,38082,67070
25287,38129,67070
25317,38090,67070
25334,38120,67070
25370,38135,67070
25380,38095,67070
25350,38096,67070
25432,38114,67070
25519,38140,67070
25579,38138,67070
26393,38084,67070
21623,38147,67070
21748,38196,67070
21810,38164,67070
21846,38201,67070
21850,38155,67070
21889,38198,67070
21937,38187,67070
21949,38149,67070
21971,38182,67070
22090,38151,67070
22264,38177,67070
22317,38152,67070
22551,38204,67070
22653,38160,67070
22638,38191,67070
22664,38193,67070
22699,38164,67070
22776,38183,67070
22731,38189,67070
22891,38192,67070
22902,38159,67070
22947,38188,67070
23019,38195,67070
23097,38174,67070
23120,38196,67070
23152,38155,67070
23232,38184,67070
23283,38147,67070
23320,38175,67070
23497,38179,67070
23537,38181,67070
23561,38152,67070
23700,38164,67070
23923,38189,67070
23988,38152,67070
24106,38154,67070
24244,38194,67070
24297,38182,67070
24355,38188,67070
24577,38185,67070
24653,38146,67070
24812,38155,67070
24924,38170,67070
25173,38159,67070
25282,38184,67070
25342,38146,67070
25326,38179,67070
25377,38190,67070
25410,38155,67070
25499,38186,67070
21780,38228,67070
21912,38226,67070
21962,38221,67070
22237,38241,67070
22325,38210,67070
22287,38246,67070
22367,38212,67070
22343,38269,67070
22450,38227,67070
22632,38221,67070
22642,38254,67070
22597,38253,67070
22700,38209,67070
22706,38251,67070
22667,38233,67070
22757,38218,67070
22730,38228,67070
22799,38250,67070
22922,38269,67070
22998,38235,67070
23086,38264,67070
23057,38267,67070
23072,38240,67070
23091,38238,67070
23069,38215,67070
23046,38240,67070
23153,38246,67070
23143,38223,67070
23125,38239,67070
23134,38261,67070
23111,38264,67070
23106,38214,67070
23213,38262,67070
23173,38230,67070
23174,38260,67070
23348,38256,67070
23388,38219,67070
23446,38235,67070
23487,38245,67070
23613,38215,67070
23691,38230,67070
23770,38245,67070
23831,38255,67070
23892,38234,67070
23915,38270,67070
23940,38236,67070
23972,38241,67070
24021,38213,67070
24000,38254,67070
24075,38255,67070
24142,38232,67070
24378,38229,67070
24324,38243,67070
24428,38258,67070
24699,38248,67070
24892,38248,67070
25039,38258,67070
25270,38270,67070
25312,38224,67070
25352,38259,67070
25456,38264,67070
25699,38267,67070
22209,38318,67070
22268,38301,67070
22329,38323,67070
22387,38299,67070
22425,38308,67070
22518,38289,67070
22562,38282,67070
22543,38320,67070
22588,38330,67070
22617,38274,67070
22604,38300,67070
22623,38327,67070
22625,38301,67070
22647,38319,67070
22650,38292,67070
22691,38286,67070
22750,38276,67070
22726,38288,67070
22726,38326,67070
22748,38315,67070
22779,38318,67070
22822,38325,67070
22858,38324,67070
23004,38289,67070
23090,38323,67070
23062,38328,67070
23048,38297,67070
23076,38293,67070
23098,38293,67070
23139,38296,67070
23109,38328,67070
23218,38308,67070
23188,38279,67070
23184,38304,67070
23168,38281,67070
23280,38335,67070
23282,38273,67070
23239,38320,67070
23363,38315,67070
23400,38272,67070
23447,38297,67070
23480,38299,67070
23471,38326,67070
23511,38309,67070
23542,38275,67070
23495,38274,67070
23720,38290,67070
23796,38329,67070
23855,38300,67070
23894,38318,67070
23875,38275,67070
23926,38305,67070
23943,38331,67070
23974,38291,67070
23946,38275,67070
24018,38287,67070
24042,38315,67070
24147,38333,67070
24240,38296,67070
24346,38331,67070
24404,38299,67070
24445,38300,67070
24496,38282,67070
24826,38281,67070
24925,38316,67070
25645,38300,67070
22254,38351,67070
22281,38342,67070
22403,38382,67070
22474,38355,67070
22565,38377,67070
22616,38358,67070
22654,38365,67070
22625,38385,67070
22643,38342,67070
22700,38345,67070
22671,38340,67070
22665,38397,67070
22686,38378,67070
22736,38392,67070
22787,38365,67070
22829,38385,67070
22943,38376,67070
23028,38339,67070
23089,38375,67070
23092,38345,67070
23060,38361,67070
23131,38337,67070
23145,38362,67070
23136,38386,67070
23112,38393,67070
23117,38362,67070
23229,38355,67070
23180,38385,67070
23181,38338,67070
23293,38376,67070
23263,38354,67070
23246,38373,67070
23259,38388,67070
23238,38340,67070
23349,38365,67070
23331,38387,67070
23322,38348,67070
23386,38376,67070
23412,38372,67070
23363,38390,67070
23433,38340,67070
23507,38350,67070
23544,38336,67070
23580,38379,67070
23650,38343,67070
23858,38379,67070
23913,38354,67070
23987,38342,67070
24035,38356,67070
24032,38394,67070
24076,38380,67070
24227,38373,67070
24278,38373,67070
24400,38372,67070
24746,38336,67070
24832,38386,67070
24892,38397,67070
24950,38388,67070
25625,38354,67070
25680,38338,67070
22255,38415,67070
22321,38405,67070
22424,38455,67070
22533,38431,67070
22607,38456,67070
22641,38422,67070
22669,38437,67070
22700,38420,67070
22743,38457,67070
22801,38427,67070
22884,38463,67070
23017,38460,67070
23035,38412,67070
23063,38463,67070
23093,38421,67070
23155,38440,67070
23228,38420,67070
23276,38412,67070
23341,38451,67070
23318,38427,67070
23346,38411,67070
23373,38442,67070
23401,38460,67070
23396,38423,67070
23408,38400,67070
23461,38416,67070
23431,38444,67070
23522,38412,67070
23557,38458,67070
23599,38428,67070
23676,38434,67070
23718,38456,67070
23807,38459,67070
23893,38439,67070
23941,38405,67070
23989,38441,67070
23984,38404,67070
24031,38444,67070
24070,38432,67070
24150,38434,67070
24196,38427,67070
24254,38431,67070
24342,38443,67070
24620,38429,67070
25280,38432,67070
25613,38451,67070
25676,38408,67070
25672,38460,67070
22375,38471,67070
22417,38516,67070
22479,38486,67070
22567,38511,67070
22666,38469,67070
22698,38467,67070
22695,38523,67070
22723,38505,67070
22777,38521,67070
22806,38489,67070
22975,38474,67070
23039,38519,67070
23137,38521,67070
23105,38471,67070
23195,38521,67070
23206,38471,67070
23265,38483,67070
23317,38513,67070
23343,38527,67070
23337,38498,67070
23311,38477,67070
23326,38466,67070
23356,38490,67070
23360,38517,67070
23392,38486,67070
23417,38489,67070
23403,38521,67070
23378,38501,67070
23472,38495,67070
23464,38468,67070
23444,38491,67070
23430,38517,67070
23520,38466,67070
23544,38496,67070
23496,38464,67070
23594,38509,67070
23641,38473,67070
23738,38499,67070
23700,38512,67070
23941,38485,67070
24014,38508,67070
24119,38473,67070
24187,38516,67070
24173,38482,67070
24151,38515,67070
24226,38506,67070
24225,38464,67070
24305,38512,67070
24260,38479,67070
24461,38467,67070
24820,38473,67070
24935,38504,67070
25529,38521,67070
25544,38465,67070
25563,38520,67070
22649,38531,67070
22696,38584,67070
22743,38587,67070
22743,38540,67070
22836,38531,67070
22805,38563,67070
22866,38579,67070
22925,38541,67070
22984,38577,67070
23256,38551,67070
23243,38590,67070
23266,38589,67070
23307,38552,67070
23356,38554,67070
23380,38572,67070
23402,38589,67070
23406,38563,67070
23382,38538,67070
23451,38529,67070
23459,38572,67070
23434,38580,67070
23435,38543,67070
23544,38563,67070
23503,38545,67070
23602,38585,67070
23642,38546,67070
23741,38576,67070
23703,38572,67070
23731,38541,67070
23765,38544,67070
23844,38577,67070
23887,38586,67070
23947,38550,67070
24057,38588,67070
24148,38561,67070
24170,38537,67070
24210,38576,67070
24240,38542,67070
24202,38535,67070
24290,38573,67070
24343,38539,67070
24411,38545,67070
24514,38544,67070
24809,38570,67070
24884,38580,67070
24919,38587,67070
24990,38588,67070
25057,38560,67070
25404,38585,67070
25472,38572,67070
25535,38558,67070
25559,38584,67070
25584,38575,67070
25606,38542,67070
22795,38594,67070
23086,38611,67070
23189,38597,67070
23359,38604,67070
23487,38605,67070
23424,38645,67070
23462,38617,67070
23500,38642,67070
23522,38607,67070
23611,38634,67070
23573,38640,67070
23650,38614,67070
23706,38630,67070
23782,38599,67070
23744,38624,67070
23838,38615,67070
23941,38624,67070
24106,38639,67070
24133,38596,67070
24164,38608,67070
24153,38638,67070
24241,38635,67070
24194,38634,67070
24378,38632,67070
24477,38611,67070
24543,38615,67070
24603,38605,67070
24680,38620,67070
24901,38621,67070
25368,38595,67070
25522,38593,67070
23531,38676,67070
23489,38673,67070
23671,38689,67070
23738,38687,67070
23792,38689,67070
23874,38684,67070
24003,38702,67070
24132,38705,67070
24241,38716,67070
24303,38669,67070
24355,38693,67070
24404,38719,67070
24398,38680,67070
24457,38680,67070
24511,38676,67070
24609,38708,67070
24707,38717,67070
24810,38686,67070
23601,38720,67070
23657,38765,67070
23722,38733,67070
23846,38768,67070
23907,38749,67070
24310,38732,67070
24527,38731,67070
